E_eV,a_0_A=1.87069,a_1_A=2.27727
10.0,-0.0013368655913458354,-0.00031163605748601677
10.596372886056477,-0.0012987008628517795,-0.00030273949705398516
11.228311834035287,-0.0012616256578748622,-0.0002940969148944272
11.897937907435857,-0.001225608872787697,-0.00028570106045659553
12.607498664233685,-0.001190620291906683,-0.000277544890177867
13.359375700667908,-0.0011566305621430587,-0.0002696215615746621
14.156092644919916,-0.0011236111683776177,-0.0002619244275020577
15.000323627513291,-0.0010915344095384207,-0.000254447030577275
15.894902256865416,-0.0010603733753614423,-0.00024718309776236536
16.84283113011666,-0.0010301019238146533,-0.00024012653510154972
17.847291911159612,-0.0010006946591665945,-0.00023327142260879484
18.91165600969468,-0.0009721269106810509,-0.00022661200930134003
20.03949589715557,-0.000944374711919949,-0.00022014270837500565
21.23459709748593,-0.0009174147806371087,-0.00021385809251723632
22.50097089301335,-0.0008912244992459918,-0.0002077528893539471
23.842867788067263,-0.0008657818958450526,-0.00020182197702635325
25.26479177553053,-0.0008410656257847757,-0.0001960603798940715
26.77151545420944,-0.0008170549537609375,-0.00019046326436088917
28.368096047762684,-0.000793729736419067,-0.00018502593481969928
30.059892378955837,-0.0007710704054555132,-0.00017974382971319873
31.852582856214337,-0.0007490579512009413,-0.00017461251770704546
33.752184532845696,-0.000727673906672487,-0.0001696276939722643
35.76507330290209,-0.0007069003320811876,-0.00016478517657378226
37.89800530146941,-0.0006867197997816935,-0.00016008090296206306
40.15813958121152,-0.0006671153796516363,-0.00015551092656489957
42.55306214128212,-0.0006480706248883824,-0.00015107141347650175
45.09081138925582,-0.0006295695582112612,-0.0001467586392411056
47.77990512153969,-0.0006115966584576913,-0.00014256898572840258
50.62936911282342,-0.0005941368475619591,-0.00013849893809816938
53.64876741052673,-0.0005771754779057251,-0.00013454508185155114
56.848234435925576,-0.000560698320029649,-0.00013070409996652436
60.23850899970239,-0.0005446915506958206,-0.00012697277011513618
63.83097034609155,-0.0005291417412909837,-0.00012334796196018623
67.63767634659995,-0.0005140358465608243,-0.00011982663452908187
71.67140397149751,-0.0004993611936658716,-0.00011640583366266492
75.94569217491767,-0.00048510547154982853,-0.00011308268953686878
80.47488733750892,-0.0004712567206114173,-0.00010985441425512747
85.27419141916292,-0.0004578033226710695,-0.00010671829950951584
90.35971298344077,-0.0004447339912240472,-0.00010367171430865967
95.74852126495772,-0.000432037761971818,-0.00010071210277050931
101.45870346119995,-0.0004197039836237384,-9.783698197812473e-05
107.50942544107035,-0.00040772230896133027,-9.504393989667361e-05
113.92099607392682,-0.00039608268615765426,-9.233063334989483e-05
120.71493539503045,-0.00038477535034449627,-8.969478605432971e-05
127.914046836196,-0.0003737908154202938,-8.713418670967174e-05
135.54249376408254,-0.00036311986609192796,-8.464668714363292e-05
143.62588058302035,-0.00035275355014370677,-8.223020050977029e-05
152.1913386745902,-0.00034268317092705277,-7.988269953676088e-05
161.26761746240678,-0.00033290028006459355,-7.760221482765587e-05
170.8851809077575,-0.0003233966703625365,-7.538683320768812e-05
181.07630975998174,-0.00031416436892537947,-7.323469611924554e-05
191.87520990478345,-0.0003051956304671825,-7.114399806266532e-05
203.31812717414422,-0.0002964829308137893,-6.911298508153991e-05
215.44346900318845,-0.0002880189605905455,-6.713995329126446e-05
228.2919333423335,-0.00027979661909022127,-6.522324744959107e-05
241.90664525741153,-0.00027180900831598996,-6.336125956799085e-05
256.3333016762518,-0.00026404942719446874,-6.155242756265857e-05
271.62032476755695,-0.00025651136595396446,-5.9795233944028584e-05
287.8190244668795,-0.00024918850066320844,-5.808820454370193e-05
304.9837706952068,-0.00024207468792599956,-5.642990727771743e-05
323.1721758481955,-0.00023516395972730426,-5.481895094512847e-05
342.44528816856945,-0.00022845051842648915,-5.3253984060878255e-05
362.8677966507226,-0.00022192873189348699,-5.1733693721993744e-05
384.5082481652772,-0.0002155931287838143,-5.025680450614753e-05
407.4392775323618,-0.0002094383939484782,-4.882207740166347e-05
431.7378513158359,-0.00020345936397492045,-4.742830876806846e-05
457.48552615674055,-0.00019765102285525777,-4.607432932631818e-05
484.7687225130567,-0.0001920084977781859,-4.475900317784993e-05
513.679014724559,-0.0001865270550410152,-4.3481226851639333e-05
544.3134383763522,-0.0001812020960784095,-4.2239928378461705e-05
576.7748159927352,-0.000176029153604496,-4.103406639158129e-05
611.1721021545633,-0.0001710038878651101,-3.9862629253113834e-05
647.6207491984753,-0.0001661220829970307,-3.872463420532989e-05
686.2430947254305,-0.00016137964349115176,-3.761912654618652e-05
727.1687722192038,-0.00015677259075662288,-3.654517882839585e-05
770.5351461530549,-0.00015229705978307684,-3.550189008135857e-05
816.4877730449796,-0.000147949295898143,-3.4488385055309644e-05
865.1808900090456,-0.00014372565161752758,-3.3503813487042045e-05
916.7779324426061,-0.00013962258358501717,-3.2547349386592566e-05
971.4520825869748,-0.0001356366495998389,-3.1618190344291254e-05
1029.3868508027717,-0.00013176450572888326,-3.071555685759311e-05
1090.7766915109553,-0.00012800290350136698,-2.983869167712746e-05
1155.8276558669077,-0.00012434868718358253,-2.8986859171416104e-05
1224.7580833582317,-0.00012079879113144748,-2.8159344709727514e-05
1297.7993346475664,-0.00011735023721863365,-2.735545406254931e-05
1375.1965681201607,-0.00011400013233811722,-2.6574512819175854e-05
1457.209562742639,-0.00011074566597505468,-2.581586582192264e-05
1544.1135899948315,-0.00010758410784894832,-2.507887661649265e-05
1636.200337801256,-0.00010451280562312254,-2.436292691803356e-05
1733.7788895633676,-0.00010152918267959008,-2.3667416092437973e-05
1837.1767615786375,-9.86307359574412e-05,-2.2991760652451352e-05
1946.7410023284917,-9.581503385294226e-05,-2.2335393768165124e-05
2062.839357324804,-9.307971417958226e-05,-2.169776479148415e-05
2185.861503424672,-9.042248218635555e-05,-2.1078338794169616e-05
2316.220356756384,-8.784110863261873e-05,-2.0476596119069894e-05
2454.3534586465407,-8.533342791790615e-05,-1.9892031944162815e-05
2600.7244442001165,-8.28973362651354e-05,-1.9324155859043587e-05
2755.8245984626415,-8.05307899556785e-05,-1.8772491453503177e-05
2920.174505387701,-7.823180361481811e-05,-1.8236575917851846e-05
3094.325795144362,-7.599844854615028e-05,-1.771595965465265e-05
3278.862995629286,-7.382885111353674e-05,-1.7210205901539138e-05
3474.4054943980086,-7.172119116924897e-05,-1.671889036480084e-05
3681.6096176004703,-6.967370052698544e-05,-1.6241600863429083e-05
3901.170832898638,-6.768466147848119e-05,-1.577793698332459e-05
4133.826083760148,-6.575240535246498e-05,-1.5327509741376727e-05
4380.356262962907,-6.387531111475502e-05,-1.4889941259132563e-05
4641.588833612782,-6.20518040083197e-05,-1.4464864445782045e-05
4918.400606471699,-6.0280354232160984e-05,-1.4051922690193259e-05
5211.720682918044,-5.855947565791335e-05,-1.3650769561739408e-05
5522.53357341725,-5.6887724583081163e-05,-1.3261068519666629e-05
5851.882501969514,-5.526369851986845e-05,-1.288249263075872e-05
6200.87290762581,-5.36860350185849e-05,-1.2514724295061907e-05
6570.676154824831,-5.215341052464156e-05,-1.2157454979439704e-05
6962.533465004367,-5.066453926817651e-05,-1.1810384958734088e-05
7377.760082683312,-4.921817218537962e-05,-1.147322306431611e-05
7817.749689997524,-4.7813095870611354e-05,-1.11456864398148e-05
8283.979084506618,-4.644813155843608e-05,-1.0827500303819491e-05
8778.01313597249,-4.512213413471652e-05,-1.0518397719356546e-05
9301.510038746646,-4.3833991175939195e-05,-1.0218119369947003e-05
9856.22687739571,-4.258262201596519e-05,-9.926413342057321e-06
10444.025524245699,-4.136697683942336e-05,-9.643034913760717e-06
11066.87888863989,-4.018603580098496e-05,-9.367746349431756e-06
11726.877538885456,-3.903880816978157e-05,-9.100316700302011e-06
12426.236719115055,-3.7924331498247714e-05,-8.840521610709414e-06
13167.303784615016,-3.684167081469156e-05,-8.58814312987882e-06
13952.566080576338,-3.578991783891588e-05,-8.3429695290758e-06
14784.65929071304,-3.476819022023153e-05,-8.104795123980353e-06
15666.376283769463,-3.377563079722402e-05,-7.873420102131475e-06
16600.676487609297,-3.2811406878652035e-05,-7.648650355297773e-06
17590.69582234984,-3.187470954487512e-05,-7.430297316633627e-06
18639.75722588148,-3.096475296922384e-05,-7.218177802484145e-06
19751.38180710058,-3.0080773758743716e-05,-7.012113858706296e-06
20929.300664290975,-2.9222030313759206e-05,-6.811932611377219e-06
22177.46740832167,-2.838780220572109e-05,-6.617466121764529e-06
23500.071432694094,-2.757738957281487e-05,-6.428551245436904e-06
24901.551974979007,-2.6790112532823323e-05,-6.245029495396771e-06
26386.61301683937,-2.6025310612750638e-05,-6.0667469091202775e-06
27960.239072650154,-2.52823421947295e-05,-5.893553919392985e-06
29627.711919708698,-2.4560583977746516e-05,-5.725305228832943e-06
31394.628326189355,-2.3859430454734137e-05,-5.5618596879958575e-06
33266.91883634535,-2.317829340459057e-05,-5.403080176960119e-06
35250.86767600913,-2.251660139870145e-05,-5.2488334902923074e-06
37353.133845202785,-2.1873799321549314e-05,-5.098990225296722e-06
39580.77346865453,-2.1249347905008634e-05,-4.953424673455128e-06
