E_eV,a_0_A=2.27727
10.0,-3.5187885699449123e-09
10.596372886056477,-3.418334484456228e-09
11.228311834035287,-3.3207481539038743e-09
11.897937907435857,-3.225947709856771e-09
12.607498664233685,-3.133853621057043e-09
13.359375700667908,-3.044388626698596e-09
14.156092644919916,-2.9574776716104505e-09
15.000323627513291,-2.8730478432904496e-09
15.894902256865416,-2.791028310736523e-09
16.84283113011666,-2.7113502650242016e-09
17.847291911159612,-2.633946861580507e-09
18.91165600969468,-2.5587531641058095e-09
20.03949589715557,-2.4857060900965996e-09
21.23459709748593,-2.414744357923469e-09
22.50097089301335,-2.345808435419901e-09
23.842867788067263,-2.278840489938755e-09
25.26479177553053,-2.2137843398345263e-09
26.77151545420944,-2.150585407330681e-09
28.368096047762684,-2.0891906727325475e-09
30.059892378955837,-2.0295486299473162e-09
31.852582856214337,-1.971609243273862e-09
33.752184532845696,-1.9153239054261224e-09
35.76507330290209,-1.8606453967548248e-09
37.89800530146941,-1.8075278456333423e-09
40.15813958121152,-1.7559266899744578e-09
42.55306214128212,-1.7057986398457401e-09
45.09081138925582,-1.6571016411521731e-09
47.77990512153969,-1.6097948403555722e-09
50.62936911282342,-1.5638385502011877e-09
53.64876741052673,-1.5191942164227387e-09
56.848234435925576,-1.4758243853979568e-09
60.23850899970239,-1.433692672727487e-09
63.83097034609155,-1.3927637327108036e-09
67.63767634659995,-1.353003228693519e-09
71.67140397149751,-1.3143778042612196e-09
75.94569217491767,-1.276855055255657e-09
80.47488733750892,-1.2404035025898149e-09
85.27419141916292,-1.2049925658390533e-09
90.35971298344077,-1.1705925375861707e-09
95.74852126495772,-1.137174558498857e-09
101.45870346119995,-1.1047105931186388e-09
107.50942544107035,-1.0731734063409939e-09
113.92099607392682,-1.0425365405669158e-09
120.71493539503045,-1.0127742935067506e-09
127.914046836196,-9.838616966176848e-10
135.54249376408254,-9.557744941568045e-10
143.62588058302035,-9.284891228321399e-10
152.1913386745902,-9.019826920346358e-10
161.26761746240678,-8.762329646344523e-10
170.8851809077575,-8.512183383254979e-10
181.07630975998174,-8.269178275025289e-10
191.87520990478345,-8.033110456556285e-10
203.31812717414422,-7.803781882672807e-10
215.44346900318845,-7.581000161977002e-10
228.2919333423335,-7.36457839544475e-10
241.90664525741153,-7.154335019629843e-10
256.3333016762518,-6.950093654344335e-10
271.62032476755695,-6.751682954687325e-10
287.8190244668795,-6.55893646729798e-10
304.9837706952068,-6.371692490712277e-10
323.1721758481955,-6.18979393970623e-10
342.44528816856945,-6.013088213511853e-10
362.8677966507226,-5.84142706779528e-10
384.5082481652772,-5.674666490289651e-10
407.4392775323618,-5.512666579978399e-10
431.7378513158359,-5.355291429727634e-10
457.48552615674055,-5.202409012269087e-10
484.7687225130567,-5.053891069438051e-10
513.679014724559,-4.909613004573307e-10
544.3134383763522,-4.769453777988834e-10
576.7748159927352,-4.6332958054295684e-10
611.1721021545633,-4.5010248594260476e-10
647.6207491984753,-4.372529973465179e-10
686.2430947254305,-4.247703348896719e-10
727.1687722192038,-4.126440264497385e-10
770.5351461530549,-4.00863898861673e-10
816.4877730449796,-3.894200693831068e-10
865.1808900090456,-3.7830293740338327e-10
916.7779324426061,-3.675031763892866e-10
971.4520825869748,-3.570117260607008e-10
1029.3868508027717,-3.468197847896384e-10
1090.7766915109553,-3.369188022162606e-10
1155.8276558669077,-3.273004720756954e-10
1224.7580833582317,-3.1795672522963423e-10
1297.7993346475664,-3.088797228968627e-10
1375.1965681201607,-3.00061850077045e-10
1457.209562742639,-2.9149570916224594e-10
1544.1135899948315,-2.831741137308309e-10
1636.200337801256,-2.750900825185365e-10
1733.7788895633676,-2.6723683356165504e-10
1837.1767615786375,-2.5960777850741853e-10
1946.7410023284917,-2.521965170868098e-10
2062.839357324804,-2.44996831745163e-10
2185.861503424672,-2.380026824260492e-10
2316.220356756384,-2.312082015040719e-10
2454.3534586465407,-2.2460768886231958e-10
2600.7244442001165,-2.1819560711034748e-10
2755.8245984626415,-2.119665769386764e-10
2920.174505387701,-2.059153726059094e-10
3094.325795144362,-2.0003691755468358e-10
3278.862995629286,-1.9432628015277632e-10
3474.4054943980086,-1.8877866955579446e-10
3681.6096176004703,-1.8338943168797484e-10
3901.170832898638,-1.7815404533772492e-10
4133.826083760148,-1.7306811836462723e-10
4380.356262962907,-1.6812738401472617e-10
4641.588833612782,-1.6332769734100575e-10
4918.400606471699,-1.5866503172605516e-10
5211.720682918044,-1.5413547550400472e-10
5522.53357341725,-1.49735228678899e-10
5851.882501969514,-1.4546059973675336e-10
6200.87290762581,-1.413080025486194e-10
6570.676154824831,-1.3727395336206185e-10
6962.533465004367,-1.3335506787852223e-10
7377.760082683312,-1.295480584141178e-10
7817.749689997524,-1.258497311414938e-10
8283.979084506618,-1.2225698341041501e-10
8778.01313597249,-1.187668011448489e-10
9301.510038746646,-1.1537625631435654e-10
9856.22687739571,-1.1208250447767026e-10
10444.025524245699,-1.088827823963967e-10
11066.87888863989,-1.0577440571684396e-10
11726.877538885456,-1.027547667180277e-10
12426.236719115055,-9.982133212396677e-11
13167.303784615016,-9.69716409784336e-11
13952.566080576338,-9.420330258037577e-11
14784.65929071304,-9.151399447827695e-11
15666.376283769463,-8.890146052177506e-11
16600.676487609297,-8.63635089689021e-11
17590.69582234984,-8.389801064735881e-11
18639.75722588148,-8.15028971682809e-11
19751.38180710058,-7.917615919099853e-11
20929.300664290975,-7.691584473733338e-11
22177.46740832167,-7.472005755401891e-11
23500.071432694094,-7.258695552187028e-11
24901.551974979007,-7.0514749110369e-11
26386.61301683937,-6.850169987636597e-11
27960.239072650154,-6.654611900564365e-11
29627.711919708698,-6.464636589611319e-11
31394.628326189355,-6.280084678145872e-11
33266.91883634535,-6.100801339407359e-11
35250.86767600913,-5.926636166616685e-11
37353.133845202785,-5.757443046795063e-11
39580.77346865453,-5.593080038184961e-11
41941.263479239446,-5.433409251170417e-11
44442.526713836356,-5.278296732596837e-11
47092.958505833616,-5.127612353393222e-11
49901.45486353981,-4.981229699402544e-11
52877.44232907843,-4.8390259653286906e-11
56030.90961798617,-4.700881851711003e-11
59372.441145710975,-4.566681464839968e-11
62913.25255353957,-4.436312219530124e-11
66665.22835319501,-4.3096647446685837e-11
70640.9618164559,-4.186632791459958e-11
74853.79724368441,-4.0671131442906964e-11
79317.87475313466,-3.951005534138056e-11
84048.17774137396,-3.8382125544510766e-11
89060.58317411506,-3.7286395794329704e-11
94371.91487625704,-3.6221946846563804e-11
100000.0,-3.518788569944912e-11
