E_eV,atom_idx,a_ang,Phi_atom
10.0,0,1.1468963209844352,-0.04702609072454951
10.0,1,1.7875621191007274,-0.0018665483325468913
10.0,2,1.8706879392868583,-0.0013368655913458354
10.0,3,2.2772713083699645,-0.00031163605748601677
10.0,4,2.4040025129855715,-0.0002081473312887428
10.596372886056477,0,1.1468963209844352,-0.04568359377028765
10.596372886056477,1,1.7875621191007274,-0.0018132622649019226
10.596372886056477,2,1.8706879392868583,-0.0012987008628517795
10.596372886056477,3,2.2772713083699645,-0.00030273949705398516
10.596372886056477,4,2.4040025129855715,-0.00020220515846537017
11.228311834035287,0,1.1468963209844352,-0.04437942230820327
11.228311834035287,1,1.7875621191007274,-0.0017614974035153471
11.228311834035287,2,1.8706879392868583,-0.0012616256578748622
11.228311834035287,3,2.2772713083699645,-0.0002940969148944272
11.228311834035287,4,2.4040025129855715,-0.0001964326223010131
11.897937907435857,0,1.1468963209844352,-0.043112482225310916
11.897937907435857,1,1.7875621191007274,-0.0017112103211165326
11.897937907435857,2,1.8706879392868583,-0.001225608872787697
11.897937907435857,3,2.2772713083699645,-0.00028570106045659553
11.897937907435857,4,2.4040025129855715,-0.00019082488002233975
12.607498664233685,0,1.1468963209844352,-0.04188171064327223
12.607498664233685,1,1.7875621191007274,-0.001662358830192982
12.607498664233685,2,1.8706879392868583,-0.001190620291906683
12.607498664233685,3,2.2772713083699645,-0.000277544890177867
12.607498664233685,4,2.4040025129855715,-0.0001853772271071116
13.359375700667908,0,1.1468963209844352,-0.04068607502671188
13.359375700667908,1,1.7875621191007274,-0.0016149019475978192
13.359375700667908,2,1.8706879392868583,-0.0011566305621430587
13.359375700667908,3,2.2772713083699645,-0.0002696215615746621
13.359375700667908,4,2.4040025129855715,-0.00018008509333740215
14.156092644919916,0,1.1468963209844352,-0.039524572316989144
14.156092644919916,1,1.7875621191007274,-0.0015687998601676629
14.156092644919916,2,1.8706879392868583,-0.0011236111683776177
14.156092644919916,3,2.2772713083699645,-0.0002619244275020577
14.156092644919916,4,2.4040025129855715,-0.00017494403896548902
15.000323627513291,0,1.1468963209844352,-0.038396228090698606
15.000323627513291,1,1.7875621191007274,-0.001524013891322031
15.000323627513291,2,1.8706879392868583,-0.0010915344095384207
15.000323627513291,3,2.2772713083699645,-0.000254447030577275
15.000323627513291,4,2.4040025129855715,-0.0001699497509892012
15.894902256865416,0,1.1468963209844352,-0.037300095742193645
15.894902256865416,1,1.7875621191007274,-0.001480506468616266
15.894902256865416,2,1.8706879392868583,-0.0010603733753614423
15.894902256865416,3,2.2772713083699645,-0.00024718309776236536
15.894902256865416,4,2.4040025129855715,-0.0001650980395335972
16.84283113011666,0,1.1468963209844352,-0.036235255689447576
16.84283113011666,1,1.7875621191007274,-0.0014382410922207595
16.84283113011666,2,1.8706879392868583,-0.0010301019238146533
16.84283113011666,3,2.2772713083699645,-0.00024012653510154972
16.84283113011666,4,2.4040025129855715,-0.00016038483433593973
17.847291911159612,0,1.1468963209844352,-0.03520081460258538
17.847291911159612,1,1.7875621191007274,-0.0013971823043000225
17.847291911159612,2,1.8706879392868583,-0.0010006946591665945
17.847291911159612,3,2.2772713083699645,-0.00023327142260879484
17.847291911159612,4,2.4040025129855715,-0.00015580618133101567
18.91165600969468,0,1.1468963209844352,-0.03419590465443956
18.91165600969468,1,1.7875621191007274,-0.001357295659265925
18.91165600969468,2,1.8706879392868583,-0.0009721269106810509
18.91165600969468,3,2.2772713083699645,-0.00022661200930134003
18.91165600969468,4,2.4040025129855715,-0.00015135823933393896
20.03949589715557,0,1.1468963209844352,-0.03321968279250093
20.03949589715557,1,1.7875621191007274,-0.0013185476948801439
20.03949589715557,2,1.8706879392868583,-0.000944374711919949
20.03949589715557,3,2.2772713083699645,-0.00022014270837500565
20.03949589715557,4,2.4040025129855715,-0.00014703727681765277
21.23459709748593,0,1.1468963209844352,-0.03227133003165372
21.23459709748593,1,1.7875621191007274,-0.0012809059041815707
21.23459709748593,2,1.8706879392868583,-0.0009174147806371087
21.23459709748593,3,2.2772713083699645,-0.00021385809251723632
21.23459709748593,4,2.4040025129855715,-0.00014283966878242627
22.50097089301335,0,1.1468963209844352,-0.03135005076710159
22.50097089301335,1,1.7875621191007274,-0.0012443387082151387
22.50097089301335,2,1.8706879392868583,-0.0008912244992459918
22.50097089301335,3,2.2772713083699645,-0.0002077528893539471
22.50097089301335,4,2.4040025129855715,-0.00013876189371472166
23.842867788067263,0,1.1468963209844352,-0.03045507210690822
23.842867788067263,1,1.7875621191007274,-0.0012088154295391825
23.842867788067263,2,1.8706879392868583,-0.0008657818958450526
23.842867788067263,3,2.2772713083699645,-0.00020182197702635325
23.842867788067263,4,2.4040025129855715,-0.00013480053063287883
25.26479177553053,0,1.1468963209844352,-0.029585643223592487
25.26479177553053,1,1.7875621191007274,-0.0011743062664891072
25.26479177553053,2,1.8706879392868583,-0.0008410656257847757
25.26479177553053,3,2.2772713083699645,-0.0001960603798940715
25.26479177553053,4,2.4040025129855715,-0.00013095225621713943
26.77151545420944,0,1.1468963209844352,-0.028741034724234137
26.77151545420944,1,1.7875621191007274,-0.0011407822681757784
26.77151545420944,2,1.8706879392868583,-0.0008170549537609375
26.77151545420944,3,2.2772713083699645,-0.00019046326436088917
26.77151545420944,4,2.4040025129855715,-0.00012721384202160323
28.368096047762684,0,1.1468963209844352,-0.027920538038561805
28.368096047762684,1,1.7875621191007274,-0.0011082153101976524
28.368096047762684,2,1.8706879392868583,-0.000793729736419067
28.368096047762684,3,2.2772713083699645,-0.00018502593481969928
28.368096047762684,4,2.4040025129855715,-0.00012358215176577682
30.059892378955837,0,1.1468963209844352,-0.027123464824509714
30.059892378955837,1,1.7875621191007274,-0.0010765780710462797
30.059892378955837,2,1.8706879392868583,-0.0007710704054555132
30.059892378955837,3,2.2772713083699645,-0.00017974382971319873
30.059892378955837,4,2.4040025129855715,-0.00012005413870344349
31.852582856214337,0,1.1468963209844352,-0.026349146390744514
31.852582856214337,1,1.7875621191007274,-0.0010458440091853766
31.852582856214337,2,1.8706879392868583,-0.0007490579512009413
31.852582856214337,3,2.2772713083699645,-0.00017461251770704546
31.852582856214337,4,2.4040025129855715,-0.00011662684306664571
33.752184532845696,0,1.1468963209844352,-0.02559693313567783
33.752184532845696,1,1.7875621191007274,-0.001015987340784245
33.752184532845696,2,1.8706879392868583,-0.000727673906672487
33.752184532845696,3,2.2772713083699645,-0.0001696276939722643
33.752184532845696,4,2.4040025129855715,-0.00011329738958263726
35.76507330290209,0,1.1468963209844352,-0.02486619400249378
35.76507330290209,1,1.7875621191007274,-0.0009869830180868576
35.76507330290209,2,1.8706879392868583,-0.0007069003320811876
35.76507330290209,3,2.2772713083699645,-0.00016478517657378226
35.76507330290209,4,2.4040025129855715,-0.00011006298506172082
37.89800530146941,0,1.1468963209844352,-0.02415631594973431
37.89800530146941,1,1.7875621191007274,-0.0009588067083984553
37.89800530146941,2,1.8706879392868583,-0.0006867197997816935
37.89800530146941,3,2.2772713083699645,-0.00016008090296206306
37.89800530146941,4,2.4040025129855715,-0.00010692091605394774
40.15813958121152,0,1.1468963209844352,-0.02346670343699835
40.15813958121152,1,1.7875621191007274,-0.0009314347736720414
40.15813958121152,2,1.8706879392868583,-0.0006671153796516363
40.15813958121152,3,2.2772713083699645,-0.00015551092656489957
40.15813958121152,4,2.4040025129855715,-0.00010386854657271461
42.55306214128212,0,1.1468963209844352,-0.022796777925322965
42.55306214128212,1,1.7875621191007274,-0.0009048442506776321
42.55306214128212,2,1.8706879392868583,-0.0006480706248883824
42.55306214128212,3,2.2772713083699645,-0.00015107141347650175
42.55306214128212,4,2.4040025129855715,-0.0001009033158833458
45.09081138925582,0,1.1468963209844352,-0.022145977391827765
45.09081138925582,1,1.7875621191007274,-0.0008790128317376364
45.09081138925582,2,1.8706879392868583,-0.0006295695582112612
45.09081138925582,3,2.2772713083699645,-0.0001467586392411056
45.09081138925582,4,2.4040025129855715,-9.802273635480763e-05
47.77990512153969,0,1.1468963209844352,-0.021513755858215144
47.77990512153969,1,1.7875621191007274,-0.000853918846012201
47.77990512153969,2,1.8706879392868583,-0.0006115966584576913
47.77990512153969,3,2.2772713083699645,-0.00014256898572840258
47.77990512153969,4,2.4040025129855715,-9.522439137275184e-05
50.62936911282342,0,1.1468963209844352,-0.020899582932730833
50.62936911282342,1,1.7875621191007274,-0.0008295412413188189
50.62936911282342,2,1.8706879392868583,-0.0005941368475619591
50.62936911282342,3,2.2772713083699645,-0.00013849893809816938
50.62936911282342,4,2.4040025129855715,-9.250593331213695e-05
53.64876741052673,0,1.1468963209844352,-0.02030294336520056
53.64876741052673,1,1.7875621191007274,-0.0008058595664709509
53.64876741052673,2,1.8706879392868583,-0.0005771754779057251
53.64876741052673,3,2.2772713083699645,-0.00013454508185155114
53.64876741052673,4,2.4040025129855715,-8.986508156772724e-05
56.848234435925576,0,1.1468963209844352,-0.019723336614769486
56.848234435925576,1,1.7875621191007274,-0.0007828539541208418
56.848234435925576,2,1.8706879392868583,-0.000560698320029649
56.848234435925576,3,2.2772713083699645,-0.00013070409996652436
56.848234435925576,4,2.4040025129855715,-8.729962064081698e-05
60.23850899970239,0,1.1468963209844352,-0.019160276429981745
60.23850899970239,1,1.7875621191007274,-0.0007605051040921396
60.23850899970239,2,1.8706879392868583,-0.0005446915506958206
60.23850899970239,3,2.2772713083699645,-0.00012697277011513618
60.23850899970239,4,2.4040025129855715,-8.48073982805745e-05
63.83097034609155,0,1.1468963209844352,-0.018613290440847897
63.83097034609155,1,1.7875621191007274,-0.0007387942671883331
63.83097034609155,2,1.8706879392868583,-0.0005291417412909837
63.83097034609155,3,2.2772713083699645,-0.00012334796196018623
63.83097034609155,4,2.4040025129855715,-8.238632367844712e-05
67.63767634659995,0,1.1468963209844352,-0.018081919762557918
67.63767634659995,1,1.7875621191007274,-0.0007177032294634242
67.63767634659995,2,1.8706879392868583,-0.0005140358465608243
67.63767634659995,3,2.2772713083699645,-0.00011982663452908187
67.63767634659995,4,2.4040025129855715,-8.003436571411206e-05
71.67140397149751,0,1.1468963209844352,-0.017565718610507472
71.67140397149751,1,1.7875621191007274,-0.000697214296941641
71.67140397149751,2,1.8706879392868583,-0.0004993611936658716
71.67140397149751,3,2.2772713083699645,-0.00011640583366266492
71.67140397149751,4,2.4040025129855715,-7.774955125150175e-05
75.94569217491767,0,1.1468963209844352,-0.01706425392631426
75.94569217491767,1,1.7875621191007274,-0.0006773102807733705
75.94569217491767,2,1.8706879392868583,-0.00048510547154982853
75.94569217491767,3,2.2772713083699645,-0.00011308268953686878
75.94569217491767,4,2.4040025129855715,-7.552996348347409e-05
80.47488733750892,0,1.1468963209844352,-0.01657710501451095
80.47488733750892,1,1.7875621191007274,-0.0006579744828148594
80.47488733750892,2,1.8706879392868583,-0.0004712567206114173
